MS-DRG ,Surg DRG,Reimbursement Type,Case Rate LOS,Addt'l Per Diem,MS-DRG Title,Relative Weights,Geometric Mean LOS,Arithmetic Mean LOS,Medicare,Aetna Medicare 100% Medicare,Blue Access,Blue Access Choice,Blue Preferred,Blue Pathway,Blue Pathway X,Blue Traditional,Cigna,Care Improvement Plus (UHC Medicare)  Medicare Rate per Matrix,Health Scope 110% of Medicare Rate per Matrix,"UHC
Commercial",Consociate Heatlh 130% Medicare (2021) Rates,MO State Avg Chgs (4% Increase),MO State Avg Pay (4% Increase),National Avg Chgs (4% Increase),National Avg Pay (4% Increase)
482,Surgery,,,,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,1.773,3.6,3.9,12736.55826,12736.55826,11632.653,10462.473,10462.473,10462.473,10462.473,11632.653,21213.945,12736.55826,14010.21409,19942.704,16557.52574,47034.88615,11335.64308,56991.4253,12743.96804
483,Surgery,,,,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,2.4172,1.5,1.8,17364.24626,17364.24626,15859.2492,14263.8972,14263.8972,14263.8972,14263.8972,15859.2492,28921.798,17364.24626,19100.67089,27188.6656,22573.52014,61030.51276,16443.43716,78287.99318,18249.9085
485,Surgery,,,,KNEE PROCEDURES W PDX OF INFECTION W MCC,3.1672,7.9,9.5,22751.96126,22751.96126,20779.9992,18689.6472,18689.6472,18689.6472,18689.6472,20779.9992,37895.548,22751.96126,25027.15739,35624.6656,29577.54964,91386.36,24390.6,115827.1086,27257.92426
486,Surgery,,,,KNEE PROCEDURES W PDX OF INFECTION W CC,2.2278,5.3,6.2,16003.66864,16003.66864,14616.5958,13146.2478,13146.2478,13146.2478,13146.2478,14616.5958,26655.627,16003.66864,17604.0355,25058.2944,20804.76923,74967.20592,16628.86815,77100.84901,17600.00666
487,Surgery,,,,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,1.6989,3.8,4.3,12204.25202,12204.25202,11146.4829,10025.2089,10025.2089,10025.2089,10025.2089,11146.4829,20327.3385,12204.25202,13424.67722,19109.2272,15865.52762,56835.55429,12796.30857,58685.0265,13707.55432
488,Surgery,,,,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,2.1461,3.7,4.9,15416.76688,15416.76688,14080.5621,12664.1361,12664.1361,12664.1361,12664.1361,14080.5621,25678.0865,15416.76688,16958.44357,24139.3328,20041.79695,68317.20451,12856.59719,70895.1725,16162.11299
489,Surgery,,,,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,1.312,1.9,2.3,9424.90944,9424.90944,8608.032,7742.112,7742.112,7742.112,7742.112,8608.032,15698.08,9424.90944,10367.40038,14757.376,12252.38227,32812.92603,7978.580822,45808.4142,10223.96362
492,Surgery,,,,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W MCC",3.5766,6.5,8.1,25692.93529,25692.93529,23466.0726,21105.5166,21105.5166,21105.5166,21105.5166,23466.0726,42794.019,25692.93529,28262.22882,40229.5968,33400.81588,89960.77037,21827.509,117659.9373,25948.40858
493,Surgery,,,,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W CC",2.4134,4.2,5,17336.94851,17336.94851,15834.3174,14241.4734,14241.4734,14241.4734,14241.4734,15834.3174,28876.331,17336.94851,19070.64336,27145.9232,22538.03306,69815.18124,15078.4077,81774.48824,17522.06171
494,Surgery,,,,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W/O CC/MCC",1.8679,2.8,3.3,13418.2838,13418.2838,12255.2919,11022.4779,11022.4779,11022.4779,11022.4779,12255.2919,22349.4235,13418.2838,14760.11218,21010.1392,17443.76894,59763.67173,12416.02207,64539.60111,13977.12047
495,Surgery,,,,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,3.7687,7.5,9.7,27072.90869,27072.90869,24726.4407,22239.0987,22239.0987,22239.0987,22239.0987,24726.4407,45092.4955,27072.90869,29780.19956,42390.3376,35194.7813,75704.876,20508.852,122051.921,27115.55629
496,Surgery,,,,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,2.0564,3.9,5,14772.39617,14772.39617,13492.0404,12134.8164,12134.8164,12134.8164,12134.8164,13492.0404,24604.826,14772.39617,16249.63578,23130.3872,19204.11502,61789.26963,14101.78371,76000.87741,16813.34236
497,Surgery,,,,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,1.5596,2.1,2.6,11203.57375,11203.57375,10232.5356,9203.1996,9203.1996,9203.1996,9203.1996,10232.5356,18660.614,11203.57375,12323.93113,17542.3808,14564.64588,46831.37334,12057.97666,55148.93658,11788.22014
498,Surgery,,,,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,2.507,5.8,7.5,18009.33534,18009.33534,16448.427,14793.807,14793.807,14793.807,14793.807,16448.427,29996.255,18009.33534,19810.26887,28198.736,23412.13594,91788.88,17622.32,95988.03077,21857.53442
499,Surgery,,,,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,1.349,2.5,3.1,9690.70338,9690.70338,8850.789,7960.449,7960.449,7960.449,7960.449,8850.789,16140.785,9690.70338,10659.77372,15173.552,12597.91439,,,47532.29488,10461.41679
500,Surgery,,,,SOFT TISSUE PROCEDURES W MCC,3.2489,7.8,10.2,23338.86302,23338.86302,21316.0329,19171.7589,19171.7589,19171.7589,19171.7589,21316.0329,38873.0885,23338.86302,25672.74932,36543.6272,30340.52192,100727.835,22672.24376,105435.9479,24902.91602
501,Surgery,,,,SOFT TISSUE PROCEDURES W CC,1.8071,4.5,5.7,12981.5197,12981.5197,11856.3831,10663.6971,10663.6971,10663.6971,10663.6971,11856.3831,21621.9515,12981.5197,14279.67167,20326.2608,16875.97561,47829.2924,12246.32225,61092.75435,13778.24154
502,Surgery,,,,SOFT TISSUE PROCEDURES W/O CC/MCC,1.3475,2.5,3.1,9679.92795,9679.92795,8840.9475,7951.5975,7951.5975,7951.5975,7951.5975,8840.9475,16122.8375,9679.92795,10647.92075,15156.68,12583.90634,47829.2924,12246.32225,48962.2514,10535.95467
503,Surgery,,,,FOOT PROCEDURES W MCC,2.968,7.6,9.3,21320.98416,21320.98416,19473.048,17514.168,17514.168,17514.168,17514.168,19473.048,35512.12,21320.98416,23453.08258,33384.064,27717.27941,68441.62,16368.38666,94092.00378,20707.91474
504,Surgery,,,,FOOT PROCEDURES W CC,1.7911,4.9,5.9,12866.58178,12866.58178,11751.4071,10569.2811,10569.2811,10569.2811,10569.2811,11751.4071,21430.5115,12866.58178,14153.23996,20146.2928,16726.55632,48985.14111,11410.92334,61960.1563,14127.98846
505,Surgery,,,,FOOT PROCEDURES W/O CC/MCC,1.6992,2.9,3.4,12206.4071,12206.4071,11148.4512,10026.9792,10026.9792,10026.9792,10026.9792,11148.4512,20330.928,12206.4071,13427.04781,19112.6016,15868.32924,47506.42963,10315.76,58863.47344,12662.39616
506,Surgery,,,,MAJOR THUMB OR JOINT PROCEDURES,1.3294,3.6,4.5,9549.904428,9549.904428,8722.1934,7844.7894,7844.7894,7844.7894,7844.7894,8722.1934,15906.271,9549.904428,10504.89487,14953.0912,12414.87576,55850.51334,8981.18,50601.59713,12133.29603
507,Surgery,,,,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,2.1815,4.9,6.3,15671.06703,15671.06703,14312.8215,12873.0315,12873.0315,12873.0315,12873.0315,14312.8215,26101.6475,15671.06703,17238.17373,24537.512,20372.38714,49771.54,14630.54666,79471.72488,16938.06012
508,Surgery,,,,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,1.5155,2.3,2.9,10886.77611,10886.77611,9943.1955,8942.9655,8942.9655,8942.9655,8942.9655,9943.1955,18132.9575,10886.77611,11975.45372,17046.344,14152.80894,,,57282.36129,13122.0043
509,Surgery,,,,ARTHROSCOPY,1.3899,3.8,4.7,9984.513438,9984.513438,9119.1339,8201.7999,8201.7999,8201.7999,8201.7999,9119.1339,16630.1535,9984.513438,10982.96478,15633.5952,12979.86747,,,48653.66581,13537.02581
510,Surgery,,,,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W MCC",2.8894,5.2,6.5,20756.35163,20756.35163,18957.3534,17050.3494,17050.3494,17050.3494,17050.3494,18957.3534,34571.671,20756.35163,22831.98679,32499.9712,26983.25712,72559.89419,15975.3729,98821.0007,20085.16512
511,Surgery,,,,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W CC",1.9437,3.4,4.1,13962.80219,13962.80219,12752.6157,11469.7737,11469.7737,11469.7737,11469.7737,12752.6157,23256.3705,13962.80219,15359.08241,21862.7376,18151.64285,55701.92,12497.62667,69644.57774,13940.24147
512,Surgery,,,,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W/O CC/MCC",1.547,2.3,2.6,11113.06014,11113.06014,10149.867,9128.847,9128.847,9128.847,9128.847,10149.867,18509.855,11113.06014,12224.36615,17400.656,14446.97818,48370.5456,9794.6576,57203.66453,11811.45928
513,Surgery,,,,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",1.6401,4.2,5.5,11781.85516,11781.85516,10760.6961,9678.2301,9678.2301,9678.2301,9678.2301,10760.6961,19623.7965,11781.85516,12960.04068,18447.8448,15316.41171,43023.57647,11846.70117,58623.86112,13557.39885
514,Surgery,,,,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC",1.0676,2.5,3.1,7669.232712,7669.232712,7004.5236,6299.9076,6299.9076,6299.9076,6299.9076,7004.5236,12773.834,7669.232712,8436.155983,12008.3648,9970.002526,33716.32,7379.84,41886.09486,9030.007827
515,Surgery,,,,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,3.2469,6.7,8.5,23324.49578,23324.49578,21302.9109,19159.9569,19159.9569,19159.9569,19159.9569,21302.9109,38849.1585,23324.49578,25656.94536,36521.1312,30321.84451,92119.30703,19254.74973,111906.729,24005.44495
516,Surgery,,,,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,2.0522,4,5,14742.22496,14742.22496,13464.4842,12110.0322,12110.0322,12110.0322,12110.0322,13464.4842,24554.573,14742.22496,16216.44746,23083.1456,19164.89245,59190.47047,12471.82119,71998.79336,14802.50504
517,Surgery,,,,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.4421,2.3,2.8,10359.4984,10359.4984,9461.6181,8509.8321,8509.8321,8509.8321,8509.8321,9461.6181,17254.7265,10359.4984,11395.44824,16220.7408,13467.34792,43560.50589,9331.568291,54655.16924,11443.02501
518,Surgery,,,,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,3.4948,3.9,6.1,25105.31518,25105.31518,22929.3828,20622.8148,20622.8148,20622.8148,20622.8148,22929.3828,41815.282,25105.31518,27615.84669,39309.5104,32636.90973,121606.9669,23332.23862,121617.8177,24607.31334
519,Surgery,,,,BACK & NECK PROC EXC SPINAL FUSION W CC,1.9815,3.3,4.3,14234.34303,14234.34303,13000.6215,11692.8315,11692.8315,11692.8315,11692.8315,13000.6215,23708.6475,14234.34303,15657.77733,22287.912,18504.64594,63109.3584,13128.94955,73703.9833,15004.29327
520,Surgery,,,,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.3625,1.9,2.4,9787.68225,9787.68225,8939.3625,8040.1125,8040.1125,8040.1125,8040.1125,8939.3625,16302.3125,9787.68225,10766.45048,15325.4,12723.98693,41312.38468,8748.352766,53424.26231,10634.95307
533,,,,,FRACTURES OF FEMUR W MCC,1.579,4.5,5.9,11342.93598,11342.93598,10359.819,9317.679,9317.679,9317.679,9317.679,10359.819,18892.735,11342.93598,12477.22958,17760.592,14745.81677,31952.752,9558.0576,46943.8649,11673.12874
534,,,,,FRACTURES OF FEMUR W/O MCC,0.8046,2.9,3.5,5779.940652,5779.940652,5278.9806,4747.9446,4747.9446,4747.9446,4747.9446,5278.9806,9627.039,5779.940652,6357.934717,9050.1408,7513.922848,23418.27429,5477.552653,25650.99343,6282.570363
535,,,,,FRACTURES OF HIP & PELVIS W MCC,1.2759,3.9,4.9,9165.580758,9165.580758,8371.1799,7529.0859,7529.0859,7529.0859,7529.0859,8371.1799,15266.1435,9165.580758,10082.13883,14351.3232,11915.25499,32805.27852,8499.560494,41632.74059,9998.423894
536,,,,,FRACTURES OF HIP & PELVIS W/O MCC,0.7747,2.9,3.4,5565.150414,5565.150414,5082.8067,4571.5047,4571.5047,4571.5047,4571.5047,5082.8067,9269.2855,5565.150414,6121.665455,8713.8256,7234.695538,21046.64332,5346.195658,26054.0204,6102.704931
537,,,,,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.938,3.4,4.1,6738.23556,6738.23556,6154.218,5535.138,5535.138,5535.138,5535.138,6154.218,11223.17,6738.23556,7412.059116,10550.624,8759.706228,29532.51294,6774.131764,32697.73495,8044.476762
538,,,,,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.7085,2.6,3,5089.59477,5089.59477,4648.4685,4180.8585,4180.8585,4180.8585,4180.8585,4648.4685,8477.2025,5089.59477,5598.554247,7969.208,6616.473201,,,26148.82862,5790.600523
539,,,,,OSTEOMYELITIS W MCC,2.1165,6.5,8.7,15204.13173,15204.13173,13886.3565,12489.4665,12489.4665,12489.4665,12489.4665,13886.3565,25323.9225,15204.13173,16724.5449,23806.392,19765.37125,47884.81044,13456.85391,59110.24005,15356.54376
540,,,,,OSTEOMYELITIS W CC,1.3253,4.5,5.8,9520.451586,9520.451586,8695.2933,7820.5953,7820.5953,7820.5953,7820.5953,8695.2933,15857.2145,9520.451586,10472.49674,14906.9744,12376.58706,28421.91884,9563.885217,42646.09995,10895.26292
541,,,,,OSTEOMYELITIS W/O CC/MCC,0.9238,3.3,4.2,6636.228156,6636.228156,6061.0518,5451.3438,5451.3438,5451.3438,5451.3438,6061.0518,11053.267,6636.228156,7299.850972,10390.9024,8627.096603,23452.97066,7028.944,30927.75818,8116.609729
542,,,,,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,1.9129,5.2,6.9,13741.5467,13741.5467,12550.5369,11288.0229,11288.0229,11288.0229,11288.0229,12550.5369,22887.8485,13741.5467,15115.70137,21516.2992,17864.01071,45535.68377,11676.53623,61476.11902,14685.10898
543,,,,,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.1132,3.8,4.7,7996.805784,7996.805784,7303.7052,6568.9932,6568.9932,6568.9932,6568.9932,7303.7052,13319.438,7996.805784,8796.486362,12521.2736,10395.84752,30126.25361,7640.461856,38377.41801,8925.856029
544,,,,,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.8019,2.9,3.4,5760.544878,5760.544878,5261.2659,4732.0119,4732.0119,4732.0119,4732.0119,5261.2659,9594.7335,5760.544878,6336.599366,9019.7712,7488.708341,25865.47698,5336.475472,29189.84902,6457.585362
545,,,,,CONNECTIVE TISSUE DISORDERS W MCC,2.6835,6,8.4,19277.24427,19277.24427,17606.4435,15835.3335,15835.3335,15835.3335,15835.3335,17606.4435,32108.0775,19277.24427,21204.9687,30184.008,25060.41755,64646.14491,17690.41962,85654.54455,21963.05848
546,,,,,CONNECTIVE TISSUE DISORDERS W CC,1.2805,3.6,4.6,9198.62541,9198.62541,8401.3605,7556.2305,7556.2305,7556.2305,7556.2305,8401.3605,15321.1825,9198.62541,10118.48795,14403.064,11958.21303,40646.04686,9801.212121,85654.54455,21963.05848
547,,,,,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.8188,2.5,3.1,5881.948056,5881.948056,5372.1468,4831.7388,4831.7388,4831.7388,4831.7388,5372.1468,9796.942,5881.948056,6470.142862,9209.8624,7646.532473,32221.47158,6469.730526,31306.39278,7335.953553
548,,,,,SEPTIC ARTHRITIS W MCC,2.016,6.4,8.4,14482.17792,14482.17792,13226.976,11896.416,11896.416,11896.416,11896.416,13226.976,24121.44,14482.17792,15930.39571,22675.968,18826.8313,43700.18824,14689.08236,67294.76868,18010.03509
549,,,,,SEPTIC ARTHRITIS W CC,1.239,4.2,5.2,8900.50518,8900.50518,8129.079,7311.339,7311.339,7311.339,7311.339,8129.079,14824.635,8900.50518,9790.555698,13936.272,11570.65673,32881.58545,8362.419394,41106.99687,9841.14016
550,,,,,SEPTIC ARTHRITIS W/O CC/MCC,0.9065,3,3.6,6511.95153,6511.95153,5947.5465,5349.2565,5349.2565,5349.2565,5349.2565,5947.5465,10846.2725,6511.95153,7163.146683,10196.312,8465.536989,,,30647.91408,7481.800926
551,,,,,MEDICAL BACK PROBLEMS W MCC,1.6806,4.6,5.9,12072.79177,12072.79177,11026.4166,9917.2206,9917.2206,9917.2206,9917.2206,11026.4166,20108.379,12072.79177,13280.07095,18903.3888,15694.6293,47022.37577,10658.70743,55812.58858,12505.36637
552,,,,,MEDICAL BACK PROBLEMS W/O MCC,0.9215,2.9,3.6,6619.70583,6619.70583,6045.9615,5437.7715,5437.7715,5437.7715,5437.7715,6045.9615,11025.7475,6619.70583,7281.676413,10365.032,8605.617579,29760.19012,6185.436883,34553.53938,7512.986376
553,,,,,BONE DISEASES & ARTHROPATHIES W MCC,1.3334,4.1,5.2,9578.638908,9578.638908,8748.4374,7868.3934,7868.3934,7868.3934,7868.3934,8748.4374,15954.131,9578.638908,10536.5028,14998.0832,12452.23058,36224.88291,9208.235636,46878.96929,11742.56619
554,,,,,BONE DISEASES & ARTHROPATHIES W/O MCC,0.7982,2.8,3.4,5733.965484,5733.965484,5236.9902,4710.1782,4710.1782,4710.1782,4710.1782,5236.9902,9550.463,5733.965484,6307.362032,8978.1536,7454.155129,23666.04692,5433.635781,27200.11956,6750.601266
555,,,,,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.4319,4.1,5.6,10286.22548,10286.22548,9394.6959,8449.6419,8449.6419,8449.6419,8449.6419,9394.6959,17132.6835,10286.22548,11314.84803,16106.0112,13372.09312,61641.26468,10238.37957,48154.62241,11792.6188
556,,,,,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.8094,2.7,3.3,5814.422028,5814.422028,5310.4734,4776.2694,4776.2694,4776.2694,4776.2694,5310.4734,9684.471,5814.422028,6395.864231,9104.1312,7558.748636,28645.54356,5442.795127,29915.21974,7002.268769
557,,,,,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.4625,4.8,6,10506.04425,10506.04425,9595.4625,8630.2125,8630.2125,8630.2125,8630.2125,9595.4625,17498.8125,10506.04425,11556.64868,16450.2,13657.85753,42564.25789,9781.172631,47172.45398,11309.91722
558,,,,,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",0.8745,3.2,3.8,6282.07569,6282.07569,5737.5945,5160.4245,5160.4245,5160.4245,5160.4245,5737.5945,10463.3925,6282.07569,6910.283259,9836.376,8166.698397,25403.25755,5936.55347,30160.29701,7125.810909
559,,,,,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",1.9049,5,6.8,13684.07774,13684.07774,12498.0489,11240.8149,11240.8149,11240.8149,11240.8149,12498.0489,22792.1285,13684.07774,15052.48551,21426.3152,17789.30106,40378.68746,11272.45424,57504.64992,14115.6818
560,,,,,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",1.0678,3.7,4.8,7670.669436,7670.669436,7005.8358,6301.0878,6301.0878,6301.0878,6301.0878,7005.8358,12776.227,7670.669436,8437.73638,12010.6144,9971.870267,27089.7434,7789.501886,34967.59376,10026.84259
561,,,,,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",0.7626,2.7,3.6,5478.228612,5478.228612,5003.4186,4500.1026,4500.1026,4500.1026,4500.1026,5003.4186,9124.509,5478.228612,6026.051473,8577.7248,7121.697196,18529.6,5473.333334,24660.11558,7924.110931
562,,,,,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",1.4045,4.2,5.3,10089.39429,10089.39429,9214.9245,8287.9545,8287.9545,8287.9545,8287.9545,9214.9245,16804.8425,10089.39429,11098.33372,15797.816,13116.21258,33625.041,9161.741118,46153.45471,10997.25929
563,,,,,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",0.8676,3,3.5,6232.508712,6232.508712,5692.3236,5119.7076,5119.7076,5119.7076,5119.7076,5692.3236,10380.834,6232.508712,6855.759583,9758.7648,8102.261326,26762.65582,5857.866145,30225.18401,6872.218445
564,,,,,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,1.5798,4.8,6.1,11348.68288,11348.68288,10365.0678,9322.3998,9322.3998,9322.3998,9322.3998,10365.0678,18902.307,11348.68288,12483.55116,17769.5904,14753.28774,37542.44,10082.22327,51167.49266,11913.45378
565,,,,,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,1.0078,3.4,4.1,7239.652236,7239.652236,6612.1758,5947.0278,5947.0278,5947.0278,5947.0278,6612.1758,12058.327,7239.652236,7963.61746,11335.7344,9411.547907,30126.46619,7389.59619,34722.6483,7956.291699
566,,,,,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,0.7567,2.6,3.1,5435.845254,5435.845254,4964.7087,4465.2867,4465.2867,4465.2867,4465.2867,4964.7087,9053.9155,5435.845254,5979.429779,8511.3616,7066.59883,24759.072,5390.981819,28058.00685,6595.299054
570,Surgery,,,,SKIN DEBRIDEMENT W MCC,3.1121,8.1,10.5,22356.1438,22356.1438,20418.4881,18364.5021,18364.5021,18364.5021,18364.5021,20418.4881,37236.2765,22356.1438,24591.75818,35004.9008,29062.98694,69734.73,18120.84,81321.47854,19909.72838
571,Surgery,,,,SKIN DEBRIDEMENT W CC,1.7692,5.3,6.6,12709.2605,12709.2605,11607.7212,10440.0492,10440.0492,10440.0492,10440.0492,11607.7212,21168.478,12709.2605,13980.18655,19899.9616,16522.03866,52685.0688,11466.79872,53303.46019,12668.85608
572,Surgery,,,,SKIN DEBRIDEMENT W/O CC/MCC,1.1762,3.3,4,8449.373844,8449.373844,7717.0482,6940.7562,6940.7562,6940.7562,6940.7562,7717.0482,14073.233,8449.373844,9294.311228,13229.8976,10984.186,24717.3146,8092.802163,40886.1753,9592.777602
573,Surgery,,,,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,5.7053,11.2,16.4,40984.70719,40984.70719,37432.4733,33666.9753,33666.9753,33666.9753,33666.9753,37432.4733,68263.9145,40984.70719,45083.1779,64173.2144,53280.11934,61593.50261,26439.87478,131576.4998,30684.00253
574,Surgery,,,,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,3.2221,7.5,10,23146.342,23146.342,21140.1981,19013.6121,19013.6121,19013.6121,19013.6121,21140.1981,38552.4265,23146.342,25460.9762,36242.1808,30090.2446,69643.54222,23833.85334,93327.90362,23255.75736
575,Surgery,,,,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,1.7914,4.5,5.6,12868.73687,12868.73687,11753.3754,10571.0514,10571.0514,10571.0514,10571.0514,11753.3754,21434.101,12868.73687,14155.61055,20149.6672,16729.35793,,,63835.51532,13968.02978
576,Surgery,,,,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,5.2382,9.5,13.1,37629.23828,37629.23828,34367.8302,30910.6182,30910.6182,30910.6182,30910.6182,34367.8302,62675.063,37629.23828,41392.16211,58919.2736,48918.00977,135398.64,40791.04,180563.606,45033.012
577,Surgery,,,,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,2.718,5.2,7.8,19525.07916,19525.07916,17832.798,16038.918,16038.918,16038.918,16038.918,17832.798,32520.87,19525.07916,21477.58708,30572.064,25382.60291,72931.73334,18702.14666,95287.42943,22019.95336
578,Surgery,,,,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,1.7067,2.9,3.8,12260.28425,12260.28425,11197.6587,10071.2367,10071.2367,10071.2367,10071.2367,11197.6587,20420.6655,12260.28425,13486.31268,19196.9616,15938.36953,43127.16571,10112.29143,67060.52949,14239.00269
579,Surgery,,,,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",3.2677,7.6,10.3,23473.91507,23473.91507,21439.3797,19282.6977,19282.6977,19282.6977,19282.6977,21439.3797,39098.0305,23473.91507,25821.30658,36755.0896,30516.0896,68234.71652,17971.75553,89758.44594,21087.26266
580,Surgery,,,,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",1.7514,4.6,5.9,12581.39207,12581.39207,11490.9354,10335.0114,10335.0114,10335.0114,10335.0114,11490.9354,20955.501,12581.39207,13839.53127,19699.7472,16355.80969,42721.46507,10935.29807,54955.0994,12725.72071
581,Surgery,,,,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",1.2649,2.4,3,9086.560938,9086.560938,8299.0089,7464.1749,7464.1749,7464.1749,7464.1749,8299.0089,15134.5285,9086.560938,9995.217032,14227.5952,11812.52922,33780.6367,8641.767423,49489.45765,10691.77974
582,Surgery,,,,MASTECTOMY FOR MALIGNANCY W CC/MCC,1.7697,3.1,4.4,12712.85231,12712.85231,11611.0017,10442.9997,10442.9997,10442.9997,10442.9997,11611.0017,21174.4605,12712.85231,13984.13755,19905.5856,16526.70801,31671.97091,9861.752728,62032.28068,12536.05584
583,Surgery,,,,MASTECTOMY FOR MALIGNANCY W/O CC/MCC,1.4211,1.8,2.1,10208.64238,10208.64238,9323.8371,8385.9111,8385.9111,8385.9111,8385.9111,9323.8371,17003.4615,10208.64238,11229.50662,15984.5328,13271.2351,,,59275.76998,12156.68665
584,Surgery,,,,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC",1.8753,3.9,5.2,13471.44259,13471.44259,12303.8433,11066.1453,11066.1453,11066.1453,11066.1453,12303.8433,22437.9645,13471.44259,14818.58684,21093.3744,17512.87536,,,78119.92696,16168.60522
585,Surgery,,,,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC",1.6906,2.3,2.7,12144.62797,12144.62797,11092.0266,9976.2306,9976.2306,9976.2306,9976.2306,11092.0266,20228.029,12144.62797,13359.09077,19015.8688,15788.01636,50560.15466,12121.616,70869.21119,14997.94371
592,,,,,SKIN ULCERS W MCC,1.8549,5.6,7.6,13324.89674,13324.89674,12169.9989,10945.7649,10945.7649,10945.7649,10945.7649,12169.9989,22193.8785,13324.89674,14657.38641,20863.9152,17322.36576,29466.15622,10012.70236,45194.71605,11744.64735
593,,,,,SKIN ULCERS W CC,1.195,4.3,5.5,8584.4259,8584.4259,7840.395,7051.695,7051.695,7051.695,7051.695,7840.395,14298.175,8584.4259,9442.86849,13441.36,11159.75367,24768.15562,7658.816438,32753.71608,8535.294965
594,,,,,SKIN ULCERS W/O CC/MCC,0.8414,3.2,4.1,6044.297868,6044.297868,5520.4254,4965.1014,4965.1014,4965.1014,4965.1014,5520.4254,10067.351,6044.297868,6648.727655,9464.0672,7857.587228,,,25218.4235,6839.928677
