Charge Type,Procedure,CDM Description with Payer,Code,Gross Charge,Self Pay Rate,Expected Reimbursement,MIN Expected Reimbursement,MAX Expected Reimbursement,Facility
EAP,30021204,Hc Neuron-specific Enolase - BLUE CROSS BLUE SHIELD [4000],CPT® 86316,113,84.75,109.33,0,109.33,WMH Parent
EAP,30021204,Hc Neuron-specific Enolase - UNITED HEALTHCARE [3000],CPT® 86316,113,84.75,12.52,0,109.33,WMH Parent
EAP,30021204,Hc Neuron-specific Enolase - MEDICA EXCHANGE [80075],CPT® 86316,113,84.75,92.66,0,109.33,WMH Parent
EAP,30021204,Hc Neuron-specific Enolase - CORIZON [80015],CPT® 86316,113,84.75,96.05,0,109.33,WMH Parent
EAP,30021204,Hc Neuron-specific Enolase - CCA US MARSHALL [90024],CPT® 86316,113,84.75,51.98,0,109.33,WMH Parent
EAP,30021204,Hc Neuron-specific Enolase - HEALTHLINK HMO [80009],CPT® 86316,113,84.75,90.4,0,109.33,WMH Parent
EAP,30021204,Hc Neuron-specific Enolase - PROVIDRS CARE NETWORK [80021],CPT® 86316,113,84.75,103.96,0,109.33,WMH Parent
EAP,30021204,Hc Neuron-specific Enolase - INTEGRATED HEALTH PLAN INC [80062],CPT® 86316,113,84.75,90.4,0,109.33,WMH Parent
EAP,30021204,Hc Neuron-specific Enolase - HUMANA [7500],CPT® 86316,113,84.75,94.92,0,109.33,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - MEDICA EXCHANGE [80075],CPT® 83520,240,180,196.8,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - HEALTHLINK HMO [80009],CPT® 83520,240,180,192,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - CORIZON [80015],CPT® 83520,240,180,204,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - HEALTH CHOICE NW MO PPO [80017],CPT® 83520,240,180,211.2,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - CCA US MARSHALL [90024],CPT® 83520,240,180,110.4,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - HUMANA [7500],CPT® 83520,240,180,201.6,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - UNITED HEALTHCARE [3000],CPT® 83520,240,180,7.79,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - INTEGRATED HEALTH PLAN INC [80062],CPT® 83520,240,180,192,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - BLUE CROSS BLUE SHIELD [4000],CPT® 83520,240,180,232.2,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - PROVIDRS CARE NETWORK [80021],CPT® 83520,240,180,220.8,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - AETNA [5000],CPT® 83520,240,180,209.97,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - COMPCARE OZARKS COMM [80014],CPT® 83520,240,180,192,0,232.2,WMH Parent
EAP,30021206,Hc Tumor Necrosis Factor-alpha - BEECH STREET [80057],CPT® 83520,240,180,192,0,232.2,WMH Parent
EAP,30021207,Hc Pregnenolone - PROVIDRS CARE NETWORK [80021],CPT® 84140,63,47.25,57.96,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - CORIZON [80015],CPT® 84140,63,47.25,No Price History Available,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - BLUE CROSS BLUE SHIELD [4000],CPT® 84140,63,47.25,44.97,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - HEALTHLINK HMO [80009],CPT® 84140,63,47.25,50.4,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - INTEGRATED HEALTH PLAN INC [80062],CPT® 84140,63,47.25,50.4,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - UNITED HEALTHCARE [3000],CPT® 84140,63,47.25,12.44,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - BEECH STREET [80057],CPT® 84140,63,47.25,50.4,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - COMPCARE OZARKS COMM [80014],CPT® 84140,63,47.25,50.4,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - MEDICA EXCHANGE [80075],CPT® 84140,63,47.25,51.66,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - HEALTH CHOICE NW MO PPO [80017],CPT® 84140,63,47.25,55.44,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - HUMANA [7500],CPT® 84140,63,47.25,52.92,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - AETNA [5000],CPT® 84140,63,47.25,55.12,0,57.96,WMH Parent
EAP,30021207,Hc Pregnenolone - CCA US MARSHALL [90024],CPT® 84140,63,47.25,No Price History Available,0,57.96,WMH Parent
EAP,30021209,Hc Thyroid Stimulatin Immunoglobulin - BLUE CROSS BLUE SHIELD [4000],CPT® 84445,172,129,166.41,0,166.41,WMH Parent
EAP,30021211,Hc N-telopeptide - HEALTH CHOICE NW MO PPO [80017],CPT® 82523,150,112.5,132,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - CORIZON [80015],CPT® 82523,150,112.5,No Price History Available,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - HEALTHLINK HMO [80009],CPT® 82523,150,112.5,120,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - PROVIDRS CARE NETWORK [80021],CPT® 82523,150,112.5,138,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - COMPCARE OZARKS COMM [80014],CPT® 82523,150,112.5,120,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - AETNA [5000],CPT® 82523,150,112.5,131.23,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - BEECH STREET [80057],CPT® 82523,150,112.5,120,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - UNITED HEALTHCARE [3000],CPT® 82523,150,112.5,11.24,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - BLUE CROSS BLUE SHIELD [4000],CPT® 82523,150,112.5,71.48,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - INTEGRATED HEALTH PLAN INC [80062],CPT® 82523,150,112.5,120,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - HUMANA [7500],CPT® 82523,150,112.5,126,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - CCA US MARSHALL [90024],CPT® 82523,150,112.5,No Price History Available,0,138,WMH Parent
EAP,30021211,Hc N-telopeptide - MEDICA EXCHANGE [80075],CPT® 82523,150,112.5,123,0,138,WMH Parent
EAP,30021213,Hc Chromogranin A - MEDICA EXCHANGE [80075],CPT® 86316,225,168.75,184.5,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - BLUE CROSS BLUE SHIELD [4000],CPT® 86316,225,168.75,217.69,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - CORIZON [80015],CPT® 86316,225,168.75,191.25,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - COMPCARE OZARKS COMM [80014],CPT® 86316,225,168.75,180,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - HEALTH CHOICE NW MO PPO [80017],CPT® 86316,225,168.75,198,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - PROVIDRS CARE NETWORK [80021],CPT® 86316,225,168.75,207,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - AETNA [5000],CPT® 86316,225,168.75,196.85,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - HEALTHLINK HMO [80009],CPT® 86316,225,168.75,180,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - HUMANA [7500],CPT® 86316,225,168.75,189,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - UNITED HEALTHCARE [3000],CPT® 86316,225,168.75,12.52,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - BEECH STREET [80057],CPT® 86316,225,168.75,180,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - INTEGRATED HEALTH PLAN INC [80062],CPT® 86316,225,168.75,180,0,217.69,WMH Parent
EAP,30021213,Hc Chromogranin A - CCA US MARSHALL [90024],CPT® 86316,225,168.75,103.5,0,217.69,WMH Parent
EAP,30021214,Hc Interleukin-6 - CCA US MARSHALL [90024],CPT® 83520,119,89.25,54.74,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - AETNA [5000],CPT® 83520,119,89.25,104.11,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - UNITED HEALTHCARE [3000],CPT® 83520,119,89.25,7.79,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - BEECH STREET [80057],CPT® 83520,119,89.25,95.2,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - COMPCARE OZARKS COMM [80014],CPT® 83520,119,89.25,95.2,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - CORIZON [80015],CPT® 83520,119,89.25,101.15,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - HEALTH CHOICE NW MO PPO [80017],CPT® 83520,119,89.25,104.72,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - HUMANA [7500],CPT® 83520,119,89.25,99.96,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - INTEGRATED HEALTH PLAN INC [80062],CPT® 83520,119,89.25,95.2,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - BLUE CROSS BLUE SHIELD [4000],CPT® 83520,119,89.25,115.13,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - MEDICA EXCHANGE [80075],CPT® 83520,119,89.25,97.58,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - HEALTHLINK HMO [80009],CPT® 83520,119,89.25,95.2,0,115.13,WMH Parent
EAP,30021214,Hc Interleukin-6 - PROVIDRS CARE NETWORK [80021],CPT® 83520,119,89.25,109.48,0,115.13,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - COMPCARE OZARKS COMM [80014],CPT® 82107,256,192,204.8,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - UNITED HEALTHCARE [3000],CPT® 82107,256,192,38.75,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - CCA US MARSHALL [90024],CPT® 82107,256,192,No Price History Available,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - INTEGRATED HEALTH PLAN INC [80062],CPT® 82107,256,192,204.8,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - PROVIDRS CARE NETWORK [80021],CPT® 82107,256,192,235.52,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - AETNA [5000],CPT® 82107,256,192,223.97,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - BEECH STREET [80057],CPT® 82107,256,192,204.8,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - HEALTH CHOICE NW MO PPO [80017],CPT® 82107,256,192,225.28,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - HUMANA [7500],CPT® 82107,256,192,215.04,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - HEALTHLINK HMO [80009],CPT® 82107,256,192,204.8,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - CORIZON [80015],CPT® 82107,256,192,No Price History Available,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - MEDICA EXCHANGE [80075],CPT® 82107,256,192,209.92,0,235.52,WMH Parent
EAP,30021217,Hc Afp With Afp-l3 Percent - BLUE CROSS BLUE SHIELD [4000],CPT® 82107,256,192,171.16,0,235.52,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - COMPCARE OZARKS COMM [80014],CPT® 86341,135,101.25,108,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - CORIZON [80015],CPT® 86341,135,101.25,114.75,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - BLUE CROSS BLUE SHIELD [4000],CPT® 86341,135,101.25,130.61,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - HUMANA [7500],CPT® 86341,135,101.25,113.4,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - CCA US MARSHALL [90024],CPT® 86341,135,101.25,62.1,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - HEALTH CHOICE NW MO PPO [80017],CPT® 86341,135,101.25,118.8,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - PROVIDRS CARE NETWORK [80021],CPT® 86341,135,101.25,124.2,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - INTEGRATED HEALTH PLAN INC [80062],CPT® 86341,135,101.25,108,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - MEDICA EXCHANGE [80075],CPT® 86341,135,101.25,110.7,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - HEALTHLINK HMO [80009],CPT® 86341,135,101.25,108,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - AETNA [5000],CPT® 86341,135,101.25,118.11,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - UNITED HEALTHCARE [3000],CPT® 86341,135,101.25,11.9,0,130.61,WMH Parent
EAP,30021218,Hc Ia-2 Autoantibodies - BEECH STREET [80057],CPT® 86341,135,101.25,108,0,130.61,WMH Parent
EAP,30021219,Hc Insulin Ab - PROVIDRS CARE NETWORK [80021],CPT® 86337,120,90,110.4,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - HEALTH CHOICE NW MO PPO [80017],CPT® 86337,120,90,105.6,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - INTEGRATED HEALTH PLAN INC [80062],CPT® 86337,120,90,96,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - CCA US MARSHALL [90024],CPT® 86337,120,90,No Price History Available,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - COMPCARE OZARKS COMM [80014],CPT® 86337,120,90,96,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - AETNA [5000],CPT® 86337,120,90,104.98,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - MEDICA EXCHANGE [80075],CPT® 86337,120,90,98.4,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - BEECH STREET [80057],CPT® 86337,120,90,96,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - BLUE CROSS BLUE SHIELD [4000],CPT® 86337,120,90,64.71,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - HEALTHLINK HMO [80009],CPT® 86337,120,90,96,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - CORIZON [80015],CPT® 86337,120,90,No Price History Available,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - UNITED HEALTHCARE [3000],CPT® 86337,120,90,12.88,0,110.4,WMH Parent
EAP,30021219,Hc Insulin Ab - HUMANA [7500],CPT® 86337,120,90,100.8,0,110.4,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - MEDICA EXCHANGE [80075],CPT® 86341,136,102,111.52,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - COMPCARE OZARKS COMM [80014],CPT® 86341,136,102,108.8,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - BEECH STREET [80057],CPT® 86341,136,102,108.8,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - HEALTH CHOICE NW MO PPO [80017],CPT® 86341,136,102,119.68,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - BLUE CROSS BLUE SHIELD [4000],CPT® 86341,136,102,131.58,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - HUMANA [7500],CPT® 86341,136,102,114.24,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - PROVIDRS CARE NETWORK [80021],CPT® 86341,136,102,125.12,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - HEALTHLINK HMO [80009],CPT® 86341,136,102,108.8,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - INTEGRATED HEALTH PLAN INC [80062],CPT® 86341,136,102,108.8,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - UNITED HEALTHCARE [3000],CPT® 86341,136,102,11.9,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - AETNA [5000],CPT® 86341,136,102,118.98,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - CCA US MARSHALL [90024],CPT® 86341,136,102,62.56,0,131.58,WMH Parent
EAP,30021221,Hc Gad-65 Autoantibody - CORIZON [80015],CPT® 86341,136,102,115.6,0,131.58,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - HEALTHLINK HMO [80009],CPT® 84238,81,60.75,64.8,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - CCA US MARSHALL [90024],CPT® 84238,81,60.75,37.26,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - PROVIDRS CARE NETWORK [80021],CPT® 84238,81,60.75,74.52,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - AETNA [5000],CPT® 84238,81,60.75,70.86,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - BEECH STREET [80057],CPT® 84238,81,60.75,64.8,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - HEALTH CHOICE NW MO PPO [80017],CPT® 84238,81,60.75,71.28,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - UNITED HEALTHCARE [3000],CPT® 84238,81,60.75,22,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - BLUE CROSS BLUE SHIELD [4000],CPT® 84238,81,60.75,78.37,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - INTEGRATED HEALTH PLAN INC [80062],CPT® 84238,81,60.75,64.8,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - MEDICA EXCHANGE [80075],CPT® 84238,81,60.75,66.42,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - HUMANA [7500],CPT® 84238,81,60.75,68.04,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - COMPCARE OZARKS COMM [80014],CPT® 84238,81,60.75,64.8,0,78.37,WMH Parent
EAP,30021223,Hc Soluble Transferrin Receptor - CORIZON [80015],CPT® 84238,81,60.75,68.85,0,78.37,WMH Parent
EAP,30021224,Hc Histamine - CCA US MARSHALL [90024],CPT® 83088,173,129.75,No Price History Available,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - HEALTHLINK HMO [80009],CPT® 83088,173,129.75,138.4,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - BEECH STREET [80057],CPT® 83088,173,129.75,138.4,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - PROVIDRS CARE NETWORK [80021],CPT® 83088,173,129.75,159.16,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - INTEGRATED HEALTH PLAN INC [80062],CPT® 83088,173,129.75,138.4,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - BLUE CROSS BLUE SHIELD [4000],CPT® 83088,173,129.75,91.73,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - AETNA [5000],CPT® 83088,173,129.75,151.35,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - COMPCARE OZARKS COMM [80014],CPT® 83088,173,129.75,138.4,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - HEALTH CHOICE NW MO PPO [80017],CPT® 83088,173,129.75,152.24,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - HUMANA [7500],CPT® 83088,173,129.75,145.32,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - MEDICA EXCHANGE [80075],CPT® 83088,173,129.75,141.86,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - CORIZON [80015],CPT® 83088,173,129.75,No Price History Available,0,159.16,WMH Parent
EAP,30021224,Hc Histamine - UNITED HEALTHCARE [3000],CPT® 83088,173,129.75,17.77,0,159.16,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - CCA US MARSHALL [90024],CPT® 83519,192,144,88.32,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - UNITED HEALTHCARE [3000],CPT® 83519,192,144,8.13,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - BEECH STREET [80057],CPT® 83519,192,144,153.6,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - BLUE CROSS BLUE SHIELD [4000],CPT® 83519,192,144,185.76,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - HUMANA [7500],CPT® 83519,192,144,161.28,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - HEALTH CHOICE NW MO PPO [80017],CPT® 83519,192,144,168.96,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - CORIZON [80015],CPT® 83519,192,144,163.2,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - AETNA [5000],CPT® 83519,192,144,167.97,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - INTEGRATED HEALTH PLAN INC [80062],CPT® 83519,192,144,153.6,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - PROVIDRS CARE NETWORK [80021],CPT® 83519,192,144,176.64,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - HEALTHLINK HMO [80009],CPT® 83519,192,144,153.6,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - COMPCARE OZARKS COMM [80014],CPT® 83519,192,144,153.6,0,185.76,WMH Parent
EAP,30021226,Hc Pancreatic Polypeptide - MEDICA EXCHANGE [80075],CPT® 83519,192,144,157.44,0,185.76,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - HEALTHLINK HMO [80009],CPT® 85415,180,135,144,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - AETNA [5000],CPT® 85415,180,135,157.48,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - HUMANA [7500],CPT® 85415,180,135,151.2,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - CORIZON [80015],CPT® 85415,180,135,No Price History Available,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - INTEGRATED HEALTH PLAN INC [80062],CPT® 85415,180,135,144,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - COMPCARE OZARKS COMM [80014],CPT® 85415,180,135,144,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - MEDICA EXCHANGE [80075],CPT® 85415,180,135,147.6,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - BEECH STREET [80057],CPT® 85415,180,135,144,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - CCA US MARSHALL [90024],CPT® 85415,180,135,No Price History Available,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - HEALTH CHOICE NW MO PPO [80017],CPT® 85415,180,135,158.4,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - PROVIDRS CARE NETWORK [80021],CPT® 85415,180,135,165.6,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - BLUE CROSS BLUE SHIELD [4000],CPT® 85415,180,135,79.67,0,165.6,WMH Parent
EAP,30021227,Hc Plasminogen Act Inhibitor-1 - UNITED HEALTHCARE [3000],CPT® 85415,180,135,10.34,0,165.6,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - CCA US MARSHALL [90024],CPT® 85415,98,73.5,No Price History Available,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - HUMANA [7500],CPT® 85415,98,73.5,82.32,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - MEDICA EXCHANGE [80075],CPT® 85415,98,73.5,80.36,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - PROVIDRS CARE NETWORK [80021],CPT® 85415,98,73.5,90.16,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - INTEGRATED HEALTH PLAN INC [80062],CPT® 85415,98,73.5,78.4,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - BLUE CROSS BLUE SHIELD [4000],CPT® 85415,98,73.5,52.5,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - BEECH STREET [80057],CPT® 85415,98,73.5,78.4,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - COMPCARE OZARKS COMM [80014],CPT® 85415,98,73.5,78.4,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - UNITED HEALTHCARE [3000],CPT® 85415,98,73.5,10.34,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - AETNA [5000],CPT® 85415,98,73.5,85.74,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - CORIZON [80015],CPT® 85415,98,73.5,No Price History Available,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - HEALTHLINK HMO [80009],CPT® 85415,98,73.5,78.4,0,90.16,WMH Parent
EAP,30021228,Hc Plasminogen Act Inhibitor-1 Ag - HEALTH CHOICE NW MO PPO [80017],CPT® 85415,98,73.5,86.24,0,90.16,WMH Parent
EAP,30021229,Hc Inhibin B - CCA US MARSHALL [90024],CPT® 83520,172,129,79.12,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - BLUE CROSS BLUE SHIELD [4000],CPT® 83520,172,129,166.41,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - UNITED HEALTHCARE [3000],CPT® 83520,172,129,7.79,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - INTEGRATED HEALTH PLAN INC [80062],CPT® 83520,172,129,137.6,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - PROVIDRS CARE NETWORK [80021],CPT® 83520,172,129,158.24,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - MEDICA EXCHANGE [80075],CPT® 83520,172,129,141.04,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - CORIZON [80015],CPT® 83520,172,129,146.2,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - HEALTH CHOICE NW MO PPO [80017],CPT® 83520,172,129,151.36,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - COMPCARE OZARKS COMM [80014],CPT® 83520,172,129,137.6,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - BEECH STREET [80057],CPT® 83520,172,129,137.6,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - HUMANA [7500],CPT® 83520,172,129,144.48,0,166.41,WMH Parent
EAP,30021229,Hc Inhibin B - HEALTHLINK HMO [80009],CPT® 83520,172,129,137.6,0,166.41,WMH Parent
